SWID	OfficialNames	Isomeric Smiles	PubChem IDs	KEGG IDs	ChemSpider, IDs	DrugBank IDs	ChEBI IDs	Synonyms
SW03461	Traditional Herbal Isolate=scutellarin	c1cc(ccc1c2cc(=O)c3c(o2)cc(c(c3[O-])O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)[O-])O)O)O)O	185617		161366		CHEBI:61278	breviscapin<>2,breviscapine<>2,scutellarein-7-glucuronide<>2,676536-34-8[rn]<>1,scutellarin[wiki]<>1,viminol r2<>1,scutellarein-7-o-beta-d-glucuronide<>1,5<>1,23784-10-3[rn]<>1,27740-01-8<>1,chebi:61278<>1,32647-60-2[rn]<>1,27740-01-8[rn]<>1,scutellarein-7beta-d-glucuronide<>1,116122-36-2[rn]<>1,scutellarein-7beta-d-glucuronoside<>1,scutellarin<>1,1329-06-2[rn]<>1
SW03462	NPC Approved Name=dexloxiglumide	CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)[O-])NC(=O)c1ccc(c(c1)Cl)Cl	65937		59342			dexloxiglumide<>1,dexloxiglumide[wiki][inn]<>1,119817-90-2[rn]<>1,dexloxiglumida<>1,n2-(3,4-dichlorobenzoyl)-n1-(3-methoxypropyl)-n1-pentyl-d-a-glutamine<>1,ac1q3mxi<>1,chembl550781<>1,ac1l24a8<>1,(4r)-4-[(3,4-dichlorophenyl)carbonylamino]-5-[3-methoxypropyl(pentyl)amino]-5-oxidanylidene-pentanoic acid<>1,(r)-4-(3,4-dichlorobenzamido)-n-(3-methoxypropyl)-n-pentylglutaramic acid<>1,(4r)-4-[[(3,4-dichlorophenyl)-oxomethyl]amino]-5-[3-methoxypropyl(pentyl)amino]-5-oxopentanoic acid<>1,cr-2017<>1,dexloxiglumidum [inn-latin]<>1,dexloxiglumidum[latin]<>1,dexloxiglumidum<>1,dexloxiglumida [inn-spanish]<>1,dexloxiglumida[spanish]<>1,119817-90-2<>1
SW03463	FDA Approved Drug=AZLOCILLIN SODIUM,China Approved Name=azlocillin	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)NC(=O)N4CCNC4=O)C(=O)[O-])C	6479523		4980416		CHEBI:2956	securopen<>2,azlocillinum<>2,azlocilina<>2,azlocilline<>2,chembl1537<>1,chebi:2956<>1,37091-66-0[rn]<>1,azlocillinum[latin]<>1,azlocilina[spanish][inn]<>1,prestwick3_000821<>1,bspbio_000741<>1,ac1o580a<>1,37091-65-9[rn]<>1,azlocillin sodium[usan]<>1,azlocillinum [inn_la]<>1,(2s,5r,6r)-3,3-dimethyl-7-oxo-6-{[(2r)-2-{[(2-oxoimidazolidin-1-yl)carbonyl]amino}-2-phenylacetyl]amino}-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid<>1,4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid, 3,3-dimethyl-7-oxo-6-[[[[((r)-2-oxo-1-imidazolidinyl)carbonyl]amino]phenylacetyl]amino]-, (2s,5r,6r)-<>1,(2s,5r,6r)-3,3-dimethyl-7-oxo-6-((r)-2-(2-oxo-1-imidazolidinecarboxamido)-2-phenylacetamido)-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid<>1,azlocillin[wiki][usan]<>1,253-348-2[einecs]<>1,5785146[beilstein]<>1,azlocilline[french][inn]<>1,azlocillin<>1
SW03464	Traditional Herbal Isolate=sophoranone	CC(=CCc1cc(cc(c1O)CC=C(C)C)[C@@H]2CC(=O)c3ccc(c(c3O2)CC=C(C)C)O)C	441767		390366			sophoranone<>2,(2s)-7-hydroxy-2-[4-hydroxy-3<>1,23057-55-8<>1,c08719<>1,lmpk12140034<>1,23057-55-8[rn]<>1,ac1l9bmj<>1
SW03465	Traditional Herbal Isolate=sophoradin	CC(=CCc1cc(cc(c1O)CC=C(C)C)/C=C/C(=O)c2ccc(c(c2O)CC=C(C)C)O)C	5321393		4479146			lmpk12120050<>1,(e)-1-[2<>1,sophoradin[wiki]<>1,ac1nt0gx<>1,sophoradin<>1
SW03466	Traditional Herbal Isolate=panaxadiol	CC1(CCCC(O1)(C)C2CCC3(C2C(CC4C3(CCC5C4(CCC(C5(C)C)O)C)C)O)C)C	328778		291217			4<>3,panaxadiol<>2,19666-76-3[rn]<>1,nsc308879<>1,4,4,8,10,14-pentamethyl-17-(2,6,6-trimethyltetrahydro-2h-pyran-2-yl)gonane-3,12-diol<>1,a813863<>1,nci60_002646<>1,nsc-308879<>1,ac1l73d2<>1,19666-76-3<>1
SW03467	Traditional Herbal Isolate=tohogenol	C[C@@]12CCC3[C@@](C1CC[C@H]4[C@@](C2)(CC[C@@H]5C4(CCC(C5(C)C)O)C)O)(CC[C@@H](C3(C)C)O)C	5321963		4479568			tohogenol<>1
SW03468	Traditional Herbal Isolate=betulafolienetriol	CC(=CCC[C@@](C)([C@H]1CC[C@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CCC4[C@@]3(CC[C@H](C4(C)C)O)C)C)O)C)O)C	3080633		2338383			betulafolientriol<>3,3-epibetulafolientriol<>2,betulafolienetriol<>2,11018-52-3[rn]<>1,dammar-24-ene-3<>1,465-07-6[rn]<>1,betulafolientriol, 3-epimer<>1,(3r<>1,6892-79-1[rn]<>1,ac1mivef<>1
SW03469	FDA Approved Drug=HEPARIN CALCIUM	CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)OS(=O)(=O)[O-])O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)[O-])O)O)O	24766	D04427	23152			chonsurid<>1,chondroitin sulfates<>1,chondroitin 6-sulfate<>1,9088-44-2[rn]<>1,translagen<>1,24967-93-9[rn]<>1,6-[(2r,3r,4r,5r,6r)-3-(acetylamino)-2,5-dihydroxy-6-(hydroxysulfonyloxy)(2h-3,4,5,6-tetrahydropyran-4-yloxy)](2s,3s,4s,5r,6r)-3,4,5-trihydroxy-2h-3,4,5,6-tetrahydropyran-2-carboxylic acid<>1,heparin calcium<>1,chondroitin<>1,9007-28-7[rn]<>1,56480-79-6[rn]<>1,chondroitin sulfate<>1,9046-20-2[rn]<>1,9082-07-9[rn]<>1,9062-29-7[rn]<>1,chondroitin polysulfate<>1,25322-46-7[rn]<>1,nadroparin calcium<>1,blutal<>1,chondroitin sulfuric acids<>1,112635-91-3[rn]<>1,232-696-9[einecs]<>1,chondroitin sulfuric acid<>1,5522-68-9[rn]<>1,calciparine<>1,chondroitin sulfate c<>1,chondroitin sulphate<>1,d002809<>1,11120-14-2[rn]<>1
SW03470	Traditional Herbal Isolate=scoparin	COc1cc(ccc1O)c2cc(=O)c3c(cc(c(c3o2)C4C(C(C(C(O4)CO)O)O)O)O)[O-]	5383409		4530944			scoparoside<>2,4h-1-benzopyran-4-one<>2,scoparin<>2,scoparine<>2,nsc167408<>1,ac1ntlcf<>1,301-16-6<>1,5<>1,301-16-6[rn]<>1
SW03471	Traditional Herbal Isolate=tectoridin	COc1c(cc2c(c1[O-])c(=O)c(co2)c3ccc(cc3)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O	5281810		4445121			tectoridin<>2,shekanin<>2,brn 0068384<>1,4-18-00-03312 (beilstein handbook reference)[beilstein]<>1,611-40-5[rn]<>1,tectoridin (7ci,8ci)<>1,611-40-5<>1,4h-1-benzopyran-4-one<>1,tectoridin (7ci<>1,ac1nqz4q<>1,chembl520214<>1,zinc04098747<>1,4'<>1,4',5-dihydro-6-methoxy-7-(o-glucoside)isoflavone<>1
SW03472	Traditional Herbal Isolate=homoplantaginin	COc1c(cc2c(c1[O-])c(=O)cc(o2)c3ccc(cc3)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O	5318083		4476712			megxp0_000164<>1,ncgc00180817-01<>1,brd-k01859934-001-01-2<>1,molport-001-740-342<>1,17680-84-1[rn]<>1,ac1nswcn<>1,np-000427<>1,zinc31155527<>1,acon1_000166<>1,homoplantaginin<>1,hispiduloside<>1,chembl480657<>1
SW03473	Indian Approved Name=prulifloxacin	Cc1c(oc(=O)o1)C[NH+]2CCN(CC2)c3cc4c(cc3F)c(=O)c(c5n4[C@H](S5)C)C(=O)[O-]	443877	D01144	391965			tl8000628<>2,sword (tn)<>2,sword<>2,pufx<>2,(1r)-6-fluoro-1-methyl-7-{4-[(5-methyl-2-oxo-1,3-dioxol-4-yl)methyl]-1-piperazinyl}-4-oxo-4h-[1,3]thiazeto[3,2-a]quinoline-3-carboxylicacid<>1,1h,4h-[1,3]thiazeto[3,2-a]quinoline-3-carboxylic acid,6-fluoro-1-methyl-7-[4-[(5-methyl-2-oxo-1,3-dioxol-4-yl)methyl]-1-piperazinyl]-4-oxo-, (1r)-<>1,a805077<>1,123447-63-2[rn]<>1,ac1l9fdl<>1,prulifloxacin[wiki][inn]<>1,prulifloxacin (jan/inn)<>1,d01144<>1,(1r)-6-fluoranyl-1-methyl-7-[4-[(5-methyl-2-oxidanylidene-1<>1,123447-62-1[rn]<>1,prulifloxacin<>1,(1r)-6-fluoro-1-methyl-7-[4-[(5-methyl-2-oxo-1,3-dioxol-4-yl)methyl]-1-piperazinyl]-4-oxo-1h-[1,3]thiazeto[3,2-a]quinoline-3-carboxylicacid<>1,(1r)-6-fluoro-1-methyl-7-{4-[(5-methyl-2-oxo-2h-1,3-dioxol-4-yl)methyl]piperazin-1-yl}-4-oxo-1h,4h-[1,3]thiazeto[3,2-a]quinoline-3-carboxylic acid<>1,(1r)-6-fluoranyl-1-methyl-7-[4-[(5-methyl-2-oxidanylidene-1,3-dioxol-4-yl)methyl]piperazin-1-yl]-4-oxidanylidene-1h-[1,3]thiazeto[3,2-a]quinoline-3-carboxylic acid<>1,surecn136641<>1,(1r)-6-fluoro-1-methyl-7-{4-[(5-methyl-2-oxo-1,3-dioxol-4-yl)methyl]piperazin-1-yl}-4-oxo-4h-[1,3]thiazeto[3,2-a]quinoline-3-carboxylicacid<>1,123447-62-1<>1
SW03474	FDA Approved Drug=CEFAMANDOLE NAFATE	Cn1c(nnn1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)[C@@H](c4ccccc4)O)SC2)C(=O)[O-]	456255	D02344			CHEBI:3480	cefamandole<>2,l-cefamandole<>1,cefamandolum<>1,cefadole<>1,cephadole<>1,ac1l9uki<>1,34444-01-4<>1,cephamandole<>1,chebi:3480<>1,cefamandol<>1
SW03475	Indian Approved Name=hydrocortisone sodium succinate,FDA Approved Drug=HYDROCORTISONE SODIUM SUCCINATE	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC(=O)[O-])O)C)O	23694214	D00978	390144			hydrocortisone sodium succinate<>5,a-hydrocort<>3,intracort<>3,solu-cortef<>3,buccalsone<>3,corlan<>3,nordicort<>3,emi-corlin<>2,hycorace<>2,flebocortid<>2,arcocort<>2,oralsone<>2,solu-glyc<>1,sodium 17-hydroxycorticosterone 21-succinate<>1,125-04-2[rn]<>1,hydrocortisone 21-(sodium succinate)<>1,natrium-4-{2-[(8s,9s,10r,11s,13s,14s,17r)-11,17-dihydroxy-10,13-dimethyl-3-oxo-2,3,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]-2-oxoethoxy}-4-oxobutanoat<>1,hydrocortisone 21-hemisuccinate sodium<>1,(11b)-21-(3-carboxy-1-oxopropoxy)-11,17-dihydroxypregn-4-ene-3,20-dionemonosodium salt<>1,hydrocortisone hemisuccinate sodium salt<>1,hydrocortisone 21-sodium succinate<>1,hydrocortisone sodium succinate (jp14/usp)[usp]<>1,3-{[2-((1s,10s,11s,15s,17s,2r,14r)-14,17-dihydroxy-2,15-dimethyl-5-oxotetracyclo[8.7.0.0<2,7>.0<11,15>]heptadec-6-en-14-yl)-2-oxoethyl]oxycarbonyl}propanoicacid,sodium salt<>1,saxizon<>1,sodium 4-{2-[(8s,9s,10r,11s,13s,14s,17r)-11,17-dihydroxy-10,13-dimethyl-3-oxo-2,3,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1h-cyclopenta[a]phenanthren-17-yl]-2-oxoethoxy}-4-oxobutanoate<>1,cortisol 21-hemisuccinate sodium<>1,hydrocortisone 21-hemisuccinate sodium salt<>1,cortisol 21-hemisuccinate sodium salt<>1,204-725-5[einecs]<>1,solu-cortef (tn)<>1
SW03476	Traditional Herbal Isolate=deoxytubulosine	CC[C@H]1C[NH+]2CCc3cc(c(cc3[C@@H]2C[C@@H]1C[C@@H]4c5c(c6ccccc6[nH]5)CC[NH2+]4)OC)OC	165003		144660			deoxytubulosine<>2,10,11-dimethoxytubulosan[acd/iupac name]<>1,10<>1,2632-30-6[rn]<>1,tubulosan, 10,11-dimethoxy-<>1,c11817<>1,ac1l4vwr<>1,(2s<>1,tubulosan<>1,2632-30-6<>1,ar-1c0046<>1,ac1q56pd<>1
SW03477	Traditional Herbal Isolate=gossypitrin;quercimeritrin	c1cc(c(cc1c2c(c(=O)c3c(cc(cc3o2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)[O-])[O-])O)O	5282160		4445356		CHEBI:28529	quercimeritrin<>4,quercetin-7-o-glucoside<>4,quercimeritroside<>4,2-(3,4-dihydroxyphenyl)-7-(b-d-glucopyranosyloxy)-3,5-dihydroxy-4h-1-benzopyran-4-one<>2,quercetin 7-o-glucoside<>2,quercimeritrin (6ci,7ci,8ci)<>2,quercimeritrin (6ci<>2,491-50-9[rn]<>2,chebi:28529<>2,2-(3<>2,quercetin-7-glucoside<>2,quercetin-7-d-glucoside<>2,gossypitrin<>2,4h-1-benzopyran-4-one<>2,3<>2,491-50-9<>2,nsc-115917<>2,3,3',4',5,7-pentahydroxyflavone-7-d-glucoside<>2,c.i. 75710<>2
SW03478	Traditional Herbal Isolate=herbacetrin	c1cc(ccc1c2c(c(=O)c3c(cc(c(c3o2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)[O-])[O-])O	5318021		4476668			ac1nsw9x<>1,35815-07-7[rn]<>1,herbacetrin<>1,3<>1,icariside<>1,35815-07-7<>1
SW03479	Traditional Herbal Isolate=quercetin-4-glucoside	c1cc(c(cc1c2c(c(=O)c3c(cc(cc3o2)O)[O-])[O-])O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O	5320844		4478811			spiraein<>2,spiraeosid<>2,spiraein (acacia)<>2,quercetin 4'-o-glucoside<>2,spiraeoside<>2,20229-56-5[rn]<>1,3,5,7-trihydroxy-2-(3-hydroxy-4-((2s,3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)-tetrahydro-2h-pyran-2-yloxy)phenyl)-4h-chromen-4-one<>1,3,5,7-trihydroxy-2-(3-hydroxy-4-{[(2s,3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2h-pyran-2-yl]oxy}phenyl)-4h-chromen-4-on<>1,3,5,7-trihydroxy-2-(3-hydroxy-4-{[(2s,3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2h-pyran-2-yl]oxy}phenyl)-4h-chromen-4-one<>1,243-614-6[einecs]<>1,chembl402947<>1,quercetin-4'-glucoside<>1,quercetin-4'-o-glucoside<>1,20229-56-5<>1,2-(4-(b-d-glucopyranosyloxy)-3-hydroxyphenyl)-3,5,7-trihydroxy-4h-1-benzopyran-4-one<>1,4h-1-benzopyran-4-one<>1,2-hydroxy-4-(3,5,7-trihydroxy-4-oxo-4h-chromen-2-yl)phenyl b-d-glucopyranoside<>1,2-[4-(?-d-glucopyranosyloxy)-3-hydroxyphenyl]-3,5,7-trihydroxy-4h-1-benzopyran-4-one<>1,2-(4-(beta-d-glucopyranosyloxy)-3-hydroxyphenyl)-3<>1,einecs 243-614-6<>1
SW03480	Traditional Herbal Isolate=patrinoside	CC(C)CC(=O)O[C@H]1[C@H]2[C@H](C[C@@H]([C@@H]2CO)O)C(=CO1)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O	162135		142388			patrinoside<>2,53962-20-2<>1,ar-1a1634<>1,beta-d-glucopyranoside<>1,(1s<>1,ac1q5x1s<>1,kst-1a6476<>1,kst-1a6475<>1,53962-20-2[rn]<>1,ar-1a1633<>1,ac1l4qr0<>1
SW03481	NPC Approved Name=lenampicillin	Cc1c(oc(=O)o1)COC(=O)[C@H]2C(S[C@H]3N2C(=O)[C@H]3NC(=O)[C@@H](c4ccccc4)[NH3+])(C)C	65646	D08110	59083			lenampicillin<>2,lenampicillin hydrochloride<>1,80734-02-7[rn]<>1,takacillin<>1,2,3-dihydroxy-2-butenyl(2s,5r,6r)-6-((r)-2-amino-2-phenylacetamido)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylate,cyclic carbonate<>1,6-[d(-)-a-aminophenylacetamido]penicillanic acid (5-methyl-2-oxo-1,3-dioxol-4-yl)methyl ester<>1,lapc<>1,lenampicilline<>1,lenampicillin (inn)<>1,86273-18-9[rn]<>1,lenampicillin[inn]<>1,(5-methyl-2-oxo-1,3-dioxol-4-yl)methyl (2s,5r,6r)-6-{[(2r)-2-amino-2-phenylacetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate[acd/iupac name]<>1,86273-18-9<>1,lenampicillin hcl<>1,lenampicilline[french]<>1,[2s-[2a,5a,6b(s*)]]-6-[(aminophenylacetyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid (5-methyl-2-oxo-1,3-dioxol-4-yl)methyl ester<>1,lenampicilina<>1,varacillin<>1,4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid, 6-[[(2r)-2-amino-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-, (5-methyl-2-oxo-1,3-dioxol-4-yl)methyl ester, (2s,5r,6r)-<>1,lenampicillinum[latin]<>1,lenampicilina[spanish]<>1,lenampicilina [spanish]<>1,lenampicilline [french]<>1,lenampicillinum<>1,ampicillin (5-methyl-2-oxo-1,3-dioxolen-4-yl)methyl ester<>1
SW03482	NPC Approved Name=cefatrizine	c1cc(ccc1[C@H](C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)CSc4cn[nH]n4)C(=O)[O-])[NH3+])O	6410758		4918615			dsstox_cid_2752<>1,kefoxina<>1,(6r,7r)-7-{[(2r)-2-amino-2-(4-hydroxyphenyl)acetyl]amino}-8-oxo-3-[(1h-1,2,3-triazol-4-ylsulfanyl)methyl]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid<>1,257-324-2[einecs]<>1,[6r-[6a,7b(r*)]]-7-[[amino-(4-hydroxyphenyl)acetyl]amino]-8-oxo-3-[(1h-1,2,3-triazol-4-ylthio)methyl]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid<>1,cft<>1,ac1o4q3u<>1,ncgc00185755-01<>1,7-[d-a-amino-a-(4-hydroxyphenyl)-acetamido]-3-(1,2,3-triazol-4(5)-ylthiomethyl)-3-cepbem-4-carboxylic acid<>1,cefatrizine propylene glycol<>1,51627-14-6<>1,(6r,7r)-7-{[(2r)-2-amino-2-(4-hydroxyphenyl)acetyl]amino}-8-oxo-3-[(1h-1,2,3-triazol-4-ylthio)methyl]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid<>1,5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,7-[[(2r)-2-amino-2-(4-hydroxyphenyl)acetyl]amino]-8-oxo-3-[(1h-1,2,3-triazol-4-ylthio)methyl]-, (6r,7r)-<>1,cefotrizin<>1,dsstox_rid_76716<>1,antibiotic bl-s 640<>1,cefatrizine[usan]<>1,64217-62-5[rn]<>1,surecn49504<>1,surecn49503<>1,bl s 640<>1,cefatrizine<>1,s 640p<>1,zitrix<>1,cefatrizine (usan)<>1,51627-14-6[rn]<>1,dsstox_gsid_22752<>1
SW03483	NPC Approved Name=amelometasone	CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)COC	443880	D01156	391968			123013-22-9[rn]<>1,surecn140206<>1,21-o-methyl-17-o-propionylbetamethasone<>1,amelometasone<>1,123013-22-9<>1,betamethasone 17-propionate 21-methoxide<>1,[(8s<>1,(11b,16b)-9-fluoro-11-hydroxy-21-methoxy-16-methyl-17-(1-oxopropoxy)pregna-1,4-diene-3,20-dione<>1,amelometasone (jan/inn)<>1,ac1l9fdu<>1,amelometasone[inn]<>1,d01156<>1
SW03484	FDA Approved Drug=PIMOZIDE	c1ccc2c(c1)[nH]c(=O)n2C3CC[NH+](CC3)CCCC(c4ccc(cc4)F)c5ccc(cc5)F	16362	D00560	15520	DB01100	CHEBI:8212	orap<>4,opiran<>3,neoperidole<>3,pimozide<>3,halomonth<>3,1-[1-[4,4-bis(p-fluorophenyl)butyl]-4-piperidyl]-2-benzimidazolinone<>2,pimozida<>2,2062-78-4<>2,pimozidum [inn-latin]<>2,mcn-jr-6238<>2,<>1,orap (tn)<>1,2h-benzimidazol-2-one, 1-[1-[4, 4-bis (4-fluorophenyl)butyl]-4-piperidinyl]-1,3-dihydro-<>1,3-[1-[4,4-bis(4-fluorophenyl)butyl]-4-piperidyl]-1h-benzoimidazol-2-one<>1,1-[4,4-di-(4-fluorophenyl)butyl]-4-(2-oxo-1-benzimidazolinyl)piperidine<>1,1-[4, 4-bis(p-fluorophenyl)butyl]-4-(2-oxo-1-benzimidazolinyl)piperidine<>1,1-[1-[4,4-bis(4-fluorophenyl)butyl]-4-piperidinyl]-1,3-dihydro-2h-benzimidazol-2-one<>1,1-(1-(4,4-bis(p-fluorophenyl)butyl)-4-piperidyl)-2-benzimidazolinone<>1,mcn-jr 6238<>1,cid16362<>1,pimozide [usan:ban:inn:jan][inn][jan][usan]<>1,729089[beilstein]<>1,haldol decanoate<>1,pimozidum<>1,5-24-02-00367 (beilstein handbook reference)[beilstein]<>1,cas-2062-78-4<>1,cam<>1,218-171-7[einecs]<>1,2-benzimidazolinone, 1-[1-[4, 4-bis(p-fluorophenyl)butyl]-4-piperidyl]-<>1,2062-78-4[rn]<>1,1-{1-[4,4-bis(4-fluorophenyl)butyl]-4-piperidinyl}-1,3-dihydro-2h-benzimidazol-2-one[acd/iupac name]<>1,2h-benzimidazol-2-one, 1-[1-[4,4-bis(4-fluorophenyl)butyl]-4-piperidinyl]-1,3-dihydro-<>1,pimozide[wiki]<>1,[2062-78-4]<>1,1-(4,4-bis(p-fluorophenyl)butyl)-4-(2-oxo-1-benzimidazolinyl)piperidine<>1,pimozidum[latin]<>1,pimozida [inn-spanish]<>1,1-{1-[4,4-bis(4-fluorophenyl)butyl]piperidin-4-yl}-1,3-dihydro-2h-benzimidazol-2-one<>1,337376-15-5<>1,1-(1-(4,4-bis(4-fluorophenyl)butyl)-4-piperidinyl)-1,3-dihydro-2h-benzimidazol-2-one<>1,1-{1-[4,4-bis(4-fluorophenyl)butyl]piperidin-4-yl}-2,3-dihydro-1h-1,3-benzodiazol-2-one<>1,2h-benzimidazol-2-one, 1-(1-(4,4-bis(4-fluorophenyl)butyl)-4-piperidinyl)-1,3-dihydro-<>1,primozida[spanish][inn]<>1
SW03485	NPC Approved Name=bitolterol	Cc1ccc(cc1)C(=O)Oc2ccc(cc2OC(=O)c3ccc(cc3)C)C(C[NH2+]C(C)(C)C)O	35330	D00684	32525	DB00901	CHEBI:3133	bitolterol mesylate<>3,tornalate<>2,bitolterolum [inn-latin]<>2,bitolterol<>2,4-(2-(tert-butylamino)-1-hydroxyethyl-o-phenylene di-p-toluate<>2,bitolterolum<>2,<>1,4-(2-(tert-butylamino)-1-hydroxyethyl-1<>1,bitolterol mesilate<>1,9005-49-6[rn]<>1,30392-41-7[rn]<>1,4-{2-[(1,1-dimethylethyl)amino]-1-hydroxyethyl}benzene-1,2-diylbis(4-methylbenzoate)<>1,benzoic acid, 4-methyl-, 4-(2-((1,1-dimethylethyl)amino)-1-hydroxyethyl)-1,2-phenylene ester<>1,30392-40-6[rn]<>1,4-[2-(tert-butylamino)-1-hydroxyethyl]-o-phenylene di-p-toluate<>1,4-[2-[(1,1-dimethylethyl)amino]-1-hydroxyethyl]-1,2-phenylene 4-methylbenzoate<>1,win 32784<>1,p-toluicacid 4-[2-(t-butylamino)-1-hydroxethyl]-o-phenylene ester<>1,a-[(tert-butylamino)methyl]-3,4-dihydroxybenzyl alcohol 3,4-di-p-toluate<>1,4-methylbenzoic acid 4-[2-[(1,1-dimethylethyl)amino]-1-hydroxy-ethyl]-1,2-phenylene ester<>1,30392-40-6<>1,bitolterolum [inn_la]<>1,chebi:3133<>1,benzoic acid, 4-methyl-, 4-[2-[(1,1-dimethylethyl)amino]-1-hydroxyethyl]-1,2-phenylene ester<>1,bitolterolum[latin][inn]<>1,bis(4-methylbenzoic acid) 4-[2-(tert-butylamino)-1-hydroxyethyl]-1,2-phenylene ester<>1,beta-2 adrenoceptor<>1,4-[2-(tert-butylamino)-1-hydroxyethyl]-1,2-phenylene bis(4-methylbenzoate)<>1,4-(2-(tert-butylamino)-1-hydroxyethyl-1,2-phenylen di-4-toluat<>1,4-(2-(tert-butylamino)-1-hydroxyethyl)-o-phenylene di-p-toluate<>1,s 1540<>1,bitolterol[wiki]<>1,bitolterol; bitolterolum<>1,bitolterol [inn:ban]<>1,4-[2-(tert-butylamino)-1-hydroxyethyl]benzene-1,2-diylbis(4-methylbenzoate)<>1,beta-2 adrenoreceptor<>1
SW03486	Traditional Herbal Isolate=biatractylolide	CC1=C2C[C@@H]3C(=C)CCCC3(C[C@]2(OC1=O)C45C[C@@]6(CCCC(=C)C6CC4=C(C(=O)O5)C)C)C			28282401			(+)-biatractylolide<>1,[9a,9'a(2h,2'h)-binaphtho[2,3-b]furan]-2,2'-dione, 4,4',4a,4'a,5,5',6,6',7,7',8,8',8a,8'a,9,9'-hexadecahydro-3,3',8a,8'a-tetramethyl-5,5'-bis(methylene)-, (4ar,8a's,9ar,9a's)-[acd/index name]<>1,(4ar,8a's,9ar,9a's)-3,3',8a,8a'-tetramethyl-5,5'-dimethylen-4,4',4a,4a',5,5',6,6',7,7',8,8',8a,8a',9,9'-hexadecahydro-2h,2'h-9a,9a'-binaphtho[2,3-b]furan-2,2'-dion[german][acd/iupac name]<>1,(4ar,8a's,9ar,9a's)-3,3',8a,8a'-tetramethyl-5,5'-bis(methylene)-4,4',4a,4a',5,5',6,6',7,7',8,8',8a,8a',9,9'-hexadecahydro-2h,2'h-9a,9a'-binaphtho[2,3-b]furan-2,2'-dione[acd/iupac name]<>1
